0.00,0.02,0.03,0.04,0.05,0.06,0.09,0.10,0.12,0.15,0.17,0.20,0.24,0.30,0.36,0.40,0.46,0.50,0.60,0.75,0.85,1.00,1.50,2.00,3.00,4.00,5.00
3.48835e+01,3.44061e+01,3.76258e+01,3.86520e+01,4.44944e+01,6.25987e+01,5.80029e+01,5.68382e+01,6.04552e+01,7.90640e+01,8.27724e+01,9.74368e+01,7.86812e+01,6.04890e+01,5.69726e+01,5.11013e+01,2.44888e+01,2.25967e+01,3.02601e+01,2.00569e+01,1.86421e+01,1.80801e+01,1.70625e+01,1.68987e+01,8.11590e+00,4.29416e+00,3.69126e+00
5.54719e+01,5.65298e+01,6.03352e+01,6.19376e+01,7.30698e+01,8.16546e+01,7.08525e+01,8.64205e+01,9.84188e+01,9.09004e+01,1.05786e+02,1.91288e+02,2.25125e+02,1.06257e+02,6.05355e+01,4.22578e+01,2.48082e+01,2.56747e+01,3.08481e+01,1.95266e+01,1.48397e+01,1.19305e+01,1.16940e+01,1.11248e+01,7.21461e+00,4.17969e+00,4.12648e+00
5.66208e+01,6.20526e+01,7.15335e+01,8.12675e+01,1.07802e+02,1.34512e+02,2.87046e+02,2.96309e+02,1.72702e+02,9.19979e+01,5.42045e+01,3.32821e+01,2.18469e+01,1.93849e+01,1.71442e+01,2.07365e+01,1.68728e+01,1.35392e+01,1.34448e+01,1.87518e+01,1.41988e+01,1.03579e+01,7.31096e+00,4.50721e+00,1.74658e+00,1.50528e+00,1.44886e+00
2.89242e+01,3.03937e+01,2.98353e+01,3.00620e+01,3.66807e+01,3.54344e+01,4.25435e+01,4.43705e+01,5.06668e+01,7.42152e+01,5.48150e+01,6.76539e+01,5.43223e+01,4.24670e+01,5.04894e+01,3.78089e+01,5.98120e+01,5.48697e+01,3.80975e+01,2.30854e+01,2.21234e+01,2.02615e+01,2.05818e+01,1.51100e+01,6.36011e+00,4.55968e+00,4.30706e+00
4.15914e+01,4.95719e+01,5.05041e+01,4.90722e+01,5.75681e+01,7.25991e+01,1.59057e+02,1.09724e+02,7.72964e+01,6.03938e+01,6.26187e+01,4.82701e+01,3.09580e+01,2.66867e+01,1.70669e+01,1.34238e+01,1.34522e+01,1.37700e+01,1.25198e+01,8.63874e+00,9.77896e+00,9.94349e+00,1.68532e+01,8.62980e+00,4.61982e+00,2.23048e+00,2.19149e+00
1.32611e+01,1.36243e+01,1.37767e+01,1.51264e+01,1.47791e+01,1.66535e+01,1.96894e+01,2.36001e+01,2.36665e+01,3.45865e+01,3.65733e+01,2.97067e+01,2.77184e+01,3.72553e+01,4.12029e+01,3.42205e+01,2.60883e+01,2.51462e+01,1.73465e+01,1.10137e+01,9.75626e+00,9.03691e+00,7.73679e+00,6.72516e+00,4.91933e+00,2.98504e+00,3.18974e+00
9.27539e+00,9.27311e+00,9.68333e+00,9.91875e+00,1.08677e+01,9.97489e+00,1.24560e+01,1.49555e+01,1.54631e+01,1.99450e+01,2.25045e+01,2.47782e+01,1.91386e+01,1.97340e+01,2.01351e+01,1.84405e+01,1.91938e+01,2.35922e+01,3.45721e+01,1.59193e+01,1.02118e+01,8.37746e+00,6.03147e+00,5.19136e+00,2.57217e+00,2.31380e+00,1.90881e+00
1.33049e+01,1.42688e+01,1.60064e+01,1.78267e+01,2.60940e+01,2.64095e+01,2.26725e+01,2.25175e+01,2.99097e+01,3.74361e+01,4.95458e+01,5.07406e+01,4.99064e+01,3.03640e+01,2.06040e+01,1.54688e+01,1.38235e+01,1.19705e+01,7.80044e+00,5.49582e+00,5.30062e+00,6.41265e+00,2.71270e+00,1.36309e+00,1.45314e+00,1.32838e+00,9.70237e-01
1.54546e+02,1.68434e+02,1.94295e+02,2.22908e+02,3.26946e+02,3.76193e+02,4.88919e+02,4.31084e+02,3.80408e+02,3.86605e+02,4.23581e+02,2.95858e+02,3.29063e+02,1.72066e+02,1.49787e+02,1.88681e+02,1.66575e+02,1.31474e+02,1.16258e+02,1.39150e+02,1.27916e+02,1.01746e+02,3.65787e+01,1.93441e+01,1.10278e+01,5.99264e+00,4.68785e+00
1.52050e+01,1.55627e+01,1.68062e+01,1.72275e+01,1.94654e+01,2.45352e+01,2.25834e+01,2.40613e+01,2.80296e+01,2.70946e+01,3.40077e+01,4.13986e+01,4.06858e+01,3.86855e+01,4.20618e+01,3.59771e+01,3.11253e+01,2.41088e+01,2.19962e+01,2.55475e+01,2.06645e+01,1.91149e+01,2.84622e+01,1.21751e+01,7.67891e+00,4.66724e+00,2.76337e+00
3.52557e+01,3.62182e+01,3.66195e+01,3.79412e+01,3.73307e+01,4.06180e+01,5.31052e+01,6.62286e+01,6.48612e+01,9.28590e+01,1.60345e+02,1.24666e+02,1.22969e+02,6.51962e+01,3.13642e+01,2.60613e+01,1.72743e+01,1.68619e+01,1.60422e+01,1.11044e+01,1.36393e+01,1.80834e+01,1.25215e+01,5.35021e+00,5.10550e+00,3.68817e+00,2.36414e+00
2.28320e+01,2.34084e+01,2.37382e+01,2.41698e+01,2.36712e+01,2.51837e+01,3.26274e+01,3.50772e+01,4.55538e+01,4.77608e+01,5.03965e+01,4.49068e+01,5.02812e+01,3.44753e+01,4.35999e+01,4.20414e+01,3.20346e+01,2.36854e+01,2.44466e+01,2.54903e+01,1.61670e+01,1.56295e+01,2.62417e+01,1.32494e+01,7.16891e+00,4.05149e+00,4.07466e+00
4.13363e+01,4.18553e+01,4.30735e+01,4.40087e+01,4.53051e+01,4.88250e+01,6.01432e+01,6.96208e+01,9.08627e+01,9.11455e+01,8.63369e+01,8.10492e+01,9.10089e+01,1.02414e+02,8.45571e+01,8.45347e+01,8.04561e+01,7.89069e+01,7.49266e+01,7.09655e+01,5.88674e+01,3.79355e+01,8.88844e+00,7.08394e+00,3.80144e+00,3.02009e+00,1.90188e+00
1.04599e+01,1.08808e+01,1.14473e+01,1.37137e+01,1.56398e+01,1.97946e+01,2.24832e+01,2.11683e+01,2.36155e+01,2.32272e+01,2.92421e+01,2.43273e+01,1.85176e+01,1.46347e+01,1.56677e+01,1.52561e+01,1.03215e+01,1.08641e+01,9.66293e+00,8.31879e+00,7.54823e+00,1.10257e+01,7.71899e+00,2.69118e+00,1.80740e+00,1.55342e+00,1.12925e+00
1.59148e+01,1.66829e+01,1.60150e+01,1.66889e+01,1.80668e+01,1.88730e+01,2.55093e+01,3.02504e+01,3.12165e+01,3.04188e+01,3.12521e+01,3.14340e+01,3.25494e+01,3.70222e+01,2.96902e+01,2.91165e+01,2.67594e+01,3.27348e+01,3.54247e+01,2.72228e+01,3.61055e+01,5.11720e+01,1.23792e+01,6.10897e+00,2.92461e+00,3.70601e+00,2.47838e+00
6.62398e+00,7.39467e+00,8.35354e+00,1.15421e+01,1.21157e+01,1.42078e+01,1.21536e+01,1.35969e+01,1.33357e+01,1.96943e+01,1.96018e+01,1.71855e+01,1.41289e+01,9.29080e+00,8.35093e+00,8.30275e+00,9.28809e+00,1.07448e+01,7.15302e+00,7.01569e+00,8.89849e+00,9.48853e+00,7.66982e+00,2.89627e+00,1.58065e+00,1.40022e+00,1.24582e+00
2.02968e+01,2.23089e+01,2.32866e+01,2.93473e+01,3.45314e+01,2.96998e+01,4.17907e+01,4.33264e+01,4.46960e+01,3.87543e+01,3.12177e+01,3.13312e+01,2.83882e+01,3.13285e+01,3.15677e+01,2.95512e+01,2.66306e+01,2.37236e+01,2.17182e+01,1.88509e+01,1.57669e+01,1.05144e+01,1.36460e+01,1.03709e+01,5.63823e+00,3.53926e+00,2.56730e+00
2.98548e+01,3.05519e+01,3.09248e+01,3.34170e+01,3.45952e+01,3.47592e+01,5.05609e+01,6.45740e+01,6.87113e+01,5.93125e+01,6.04505e+01,7.76926e+01,8.31667e+01,5.12865e+01,3.77196e+01,4.38503e+01,6.62736e+01,7.87419e+01,6.89609e+01,4.14312e+01,4.23842e+01,2.29646e+01,7.30672e+00,4.61089e+00,4.32367e+00,2.52792e+00,1.60302e+00
6.89055e+00,7.17758e+00,7.76151e+00,1.10893e+01,9.43311e+00,1.16241e+01,1.28321e+01,9.91687e+00,1.57843e+01,1.43814e+01,1.70949e+01,1.86020e+01,2.19680e+01,1.18080e+01,7.76186e+00,7.02759e+00,7.42801e+00,7.09301e+00,7.52512e+00,6.40216e+00,4.19426e+00,3.28768e+00,1.37639e+00,1.07295e+00,3.44672e-01,2.56729e-01,2.25132e-01
5.73434e+01,7.02255e+01,6.28684e+01,9.55728e+01,8.05256e+01,9.10620e+01,1.46708e+02,1.46732e+02,1.26519e+02,1.16027e+02,8.40557e+01,1.10543e+02,6.69720e+01,5.17123e+01,4.55022e+01,4.35212e+01,3.97904e+01,3.75036e+01,1.98869e+01,1.44677e+01,1.09520e+01,7.90155e+00,4.58733e+00,4.06084e+00,2.37830e+00,2.55255e+00,2.96312e+00
2.59110e+01,2.66732e+01,2.62180e+01,2.87437e+01,2.99659e+01,3.33048e+01,3.92834e+01,4.24095e+01,4.88009e+01,6.05292e+01,9.10401e+01,8.48864e+01,1.05044e+02,4.98114e+01,3.46259e+01,2.64203e+01,2.00887e+01,1.65521e+01,1.05175e+01,6.18014e+00,4.27379e+00,3.95740e+00,2.27422e+00,2.51701e+00,7.73461e-01,5.89060e-01,5.22869e-01
4.15883e+01,4.28276e+01,4.88193e+01,5.72512e+01,7.57077e+01,8.15194e+01,1.22576e+02,1.16897e+02,9.04711e+01,8.99934e+01,7.64230e+01,6.42482e+01,5.20030e+01,6.73969e+01,5.02936e+01,4.58151e+01,3.83849e+01,3.98636e+01,3.68057e+01,3.81720e+01,3.86057e+01,2.70651e+01,1.29158e+01,5.94594e+00,2.57801e+00,1.82095e+00,1.22792e+00
5.75572e+00,6.36953e+00,7.06399e+00,9.26221e+00,8.36513e+00,1.15917e+01,1.18496e+01,1.12368e+01,1.55940e+01,1.76143e+01,1.34863e+01,1.27018e+01,9.61023e+00,1.11905e+01,1.08857e+01,1.05939e+01,7.07209e+00,5.75773e+00,4.11658e+00,1.80428e+00,1.67780e+00,1.60988e+00,1.17829e+00,8.50891e-01,4.95038e-01,3.16534e-01,2.25763e-01
6.64063e+00,7.23558e+00,8.08553e+00,1.25527e+01,9.90417e+00,9.42426e+00,1.04614e+01,1.10201e+01,1.52925e+01,2.21746e+01,2.49350e+01,1.27308e+01,8.54069e+00,6.02435e+00,6.03438e+00,6.19685e+00,4.23006e+00,3.97901e+00,2.87198e+00,2.04544e+00,1.67283e+00,1.83771e+00,1.26712e+00,6.89760e-01,5.04953e-01,2.68187e-01,1.20382e-01
2.19167e+01,2.66491e+01,3.45860e+01,3.01821e+01,3.45472e+01,4.04578e+01,4.73697e+01,5.56218e+01,4.57557e+01,3.43187e+01,3.28486e+01,2.71458e+01,2.24135e+01,2.55532e+01,2.41045e+01,2.57839e+01,2.56232e+01,2.39858e+01,2.37345e+01,1.84622e+01,1.61821e+01,1.35805e+01,6.16775e+00,3.31769e+00,1.34720e+00,8.27058e-01,6.56637e-01
1.26876e+02,1.32985e+02,1.37466e+02,1.41099e+02,1.53650e+02,1.45551e+02,2.06605e+02,2.55423e+02,3.27940e+02,2.06462e+02,2.12777e+02,3.51478e+02,3.34853e+02,2.42105e+02,1.64040e+02,1.24183e+02,1.15145e+02,1.26241e+02,1.36452e+02,1.15932e+02,8.89693e+01,6.10703e+01,2.28167e+01,1.20915e+01,4.42775e+00,2.63448e+00,1.71035e+00
7.57439e+01,7.97312e+01,8.22434e+01,9.07481e+01,1.11980e+02,1.39507e+02,1.56552e+02,1.32693e+02,1.50810e+02,1.71044e+02,1.92276e+02,1.50646e+02,1.88611e+02,1.59604e+02,1.30250e+02,1.01154e+02,7.63536e+01,5.12684e+01,4.15778e+01,3.38023e+01,4.34568e+01,3.03900e+01,2.14614e+01,3.04800e+01,1.52566e+01,1.38539e+01,1.24097e+01
3.28542e+02,3.47447e+02,3.85499e+02,4.39906e+02,4.98906e+02,5.54851e+02,1.05041e+03,1.13054e+03,1.08226e+03,1.01609e+03,8.33257e+02,8.15419e+02,1.02963e+03,8.58057e+02,8.14082e+02,8.63793e+02,6.52277e+02,6.03102e+02,4.45203e+02,4.36499e+02,3.93144e+02,3.28086e+02,3.42570e+02,2.70852e+02,1.23110e+02,7.61221e+01,5.51744e+01
3.75043e+02,3.80956e+02,3.93734e+02,4.28745e+02,4.09075e+02,4.54769e+02,7.93528e+02,8.45183e+02,6.67734e+02,6.22886e+02,6.55998e+02,6.59216e+02,7.37370e+02,9.25363e+02,9.15120e+02,8.90121e+02,1.12702e+03,1.02942e+03,7.03169e+02,4.05268e+02,3.46190e+02,2.90727e+02,2.21959e+02,1.57112e+02,6.29277e+01,4.35466e+01,3.16220e+01
1.43813e+01,1.49836e+01,1.48520e+01,1.56366e+01,1.61376e+01,1.60980e+01,2.13112e+01,2.04327e+01,1.67157e+01,2.43175e+01,2.87692e+01,3.34405e+01,4.91625e+01,3.67123e+01,3.42154e+01,3.47090e+01,2.63919e+01,2.62754e+01,1.91439e+01,1.88787e+01,2.17604e+01,2.69053e+01,1.97537e+01,2.08846e+01,6.33387e+00,9.21632e+00,7.89672e+00
